2.086168	2.086168	
2.902494	2.902494	
4.036281	4.036281	
5.034014	5.034014	
6.122449	6.122449	
6.984127	6.984127	
8.072562	8.072562	
9.070295	9.070295	
10.158730	10.158730	
11.111111	11.111111	
12.154195	12.154195	
13.106576	13.106576	
14.149660	14.149660	
15.147392	15.147392	
16.281179	16.281179	
17.324263	17.324263	
18.276644	18.276644	
19.274376	19.274376	
20.181406	20.181406	
21.133787	21.133787	
22.267574	22.267574	
23.265306	23.265306	
24.263039	24.263039	
25.351474	25.351474	
26.439909	26.439909	
27.619048	27.619048	
28.662132	28.662132	
29.569161	29.569161	
30.476190	30.476190	
31.383220	31.383220	
32.290249	32.290249	
33.197279	33.197279	
34.104308	34.104308	
35.147392	35.147392	
36.009070	36.009070	
36.916100	36.916100	
37.732426	37.732426	
38.594104	38.594104	
39.410431	39.410431	
40.272109	40.272109	
41.088435	41.088435	
41.950113	41.950113	
42.857143	42.857143	
43.809524	43.809524	
44.761905	44.761905	
45.623583	45.623583	
46.485261	46.485261	
47.346939	47.346939	
48.253968	48.253968	
49.160998	49.160998	
50.204082	50.204082	
51.201814	51.201814	
52.154195	52.154195	
53.106576	53.106576	
54.058957	54.058957	
55.056689	55.056689	
56.054422	56.054422	
56.916100	56.916100	
57.959184	57.959184	
58.956916	58.956916	
59.909297	59.909297	
60.952381	60.952381	
61.950113	61.950113	
62.811791	62.811791	
63.718821	63.718821	
64.761905	64.761905	
65.668934	65.668934	
66.530612	66.530612	
67.392290	67.392290	
68.253968	68.253968	
69.160998	69.160998	
70.022676	70.022676	
71.020408	71.020408	
71.972789	71.972789	
72.789116	72.789116	
73.650794	73.650794	
74.512472	74.512472	
75.374150	75.374150	
76.235828	76.235828	
77.097506	77.097506	
77.959184	77.959184	
78.820862	78.820862	
79.727891	79.727891	
80.589569	80.589569	
81.496599	81.496599	
82.494331	82.494331	
83.446712	83.446712	
84.308390	84.308390	
85.260771	85.260771	
86.122449	86.122449	
86.984127	86.984127	
87.845805	87.845805	
88.707483	88.707483	
89.523810	89.523810	
90.476190	90.476190	
91.383220	91.383220	
92.244898	92.244898	
93.061224	93.061224	
93.877551	93.877551	
94.693878	94.693878	
95.555556	95.555556	
96.417234	96.417234	
97.369615	97.369615	
98.321995	98.321995	
99.274376	99.274376	
100.181406	100.181406	
101.451247	101.451247	
102.040816	102.040816	
102.993197	102.993197	
103.990930	103.990930	
104.943311	104.943311	
105.941043	105.941043	
106.893424	106.893424	
107.755102	107.755102	
108.707483	108.707483	
109.705215	109.705215	
110.612245	110.612245	
111.519274	111.519274	
112.471655	112.471655	
113.287982	113.287982	
114.240363	114.240363	
115.056689	115.056689	
115.918367	115.918367	
116.780045	116.780045	
117.687075	117.687075	
118.548753	118.548753	
119.455782	119.455782	
120.362812	120.362812	
121.224490	121.224490	
122.176871	122.176871	
123.038549	123.038549	
123.854875	123.854875	
124.671202	124.671202	
125.578231	125.578231	
126.575964	126.575964	
127.528345	127.528345	
128.526077	128.526077	
129.433107	129.433107	
130.340136	130.340136	
131.247166	131.247166	
132.154195	132.154195	
133.015873	133.015873	
133.877551	133.877551	
134.784580	134.784580	
135.646259	135.646259	
136.598639	136.598639	
137.460317	137.460317	
138.367347	138.367347	
139.183673	139.183673	
140.045351	140.045351	
140.907029	140.907029	
141.814059	141.814059	
142.675737	142.675737	
143.628118	143.628118	
144.489796	144.489796	
145.351474	145.351474	
146.167800	146.167800	
147.120181	147.120181	
147.936508	147.936508	
148.843537	148.843537	
149.795918	149.795918	
150.702948	150.702948	
151.609977	151.609977	
152.426304	152.426304	
153.333333	153.333333	
154.195011	154.195011	
155.011338	155.011338	
155.963719	155.963719	
156.825397	156.825397	
157.732426	157.732426	
