3.492063	3.492063	
6.938776	6.938776	
10.113379	10.113379	
13.378685	13.378685	
17.324263	17.324263	
19.863946	19.863946	
22.675737	22.675737	
26.031746	26.031746	
29.070295	29.070295	
32.018141	32.018141	
35.510204	35.510204	
39.319728	39.319728	
42.176871	42.176871	
45.124717	45.124717	
48.117914	48.117914	
51.519274	51.519274	
54.693878	54.693878	
57.959184	57.959184	
61.269841	61.269841	
64.761905	64.761905	
67.891156	67.891156	
71.746032	71.746032	
75.147392	75.147392	
78.231293	78.231293	
82.131519	82.131519	
86.394558	86.394558	
90.521542	90.521542	
95.328798	95.328798	
98.639456	98.639456	
101.995465	101.995465	
105.941043	105.941043	
110.068027	110.068027	
113.786848	113.786848	
117.369615	117.369615	
121.088435	121.088435	
125.260771	125.260771	
128.752834	128.752834	
132.471655	132.471655	
136.009070	136.009070	
