2.358277	2.358277	
4.671202	4.671202	
7.029478	7.029478	
9.387755	9.387755	
12.018141	12.018141	
14.512472	14.512472	
17.052154	17.052154	
19.319728	19.319728	
21.859410	21.859410	
24.399093	24.399093	
27.346939	27.346939	
29.977324	29.977324	
32.879819	32.879819	
35.918367	35.918367	
38.956916	38.956916	
41.768707	41.768707	
45.351474	45.351474	
49.523810	49.523810	
53.922902	53.922902	
57.687075	57.687075	
60.498866	60.498866	
63.764172	63.764172	
66.802721	66.802721	
69.795918	69.795918	
72.517007	72.517007	
73.968254	73.968254	
76.371882	76.371882	
78.775510	78.775510	
81.179138	81.179138	
83.129252	83.129252	
85.079365	85.079365	
